,ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
1171,1172,2,2,ACEPTABLE,3991087,18-12-2022
1172,1173,2,3,ACEPTABLE,8785833,28-11-2021
1173,1174,5,5,EXCELENTE,4990656,31-12-2023
1174,1175,4,4,EXCELENTE,52227,04-10-2022
1175,1176,3,3,MUY BUENO,17725,13-09-2023
1176,1177,2,3,ACEPTABLE,18376,04-05-2022
1177,1178,1,2,REGULAR,52179,03-06-2022
1178,1179,1,1,DEFICIENTE,3576105,01-07-2022
1179,1180,2,2,ACEPTABLE,17831,10-04-2021
1180,1181,4,3,MUY BUENO,18577,23-04-2023
1181,1182,2,3,ACEPTABLE,8781302,16-10-2022
1182,1183,1,1,DEFICIENTE,18425,20-10-2021
1183,1184,2,2,ACEPTABLE,18440,19-11-2022
1184,1185,4,4,EXCELENTE,18319,26-03-2023
1185,1186,2,2,ACEPTABLE,5178801,16-12-2021
1186,1187,1,1,DEFICIENTE,18237,13-11-2022
1187,1188,4,5,EXCELENTE,16722,15-07-2021
1188,1189,2,1,REGULAR,451353,09-10-2022
1189,1190,3,2,ACEPTABLE,18419,17-11-2023
1190,1191,5,5,EXCELENTE,18248,10-09-2021
1191,1192,5,5,EXCELENTE,18525,03-09-2021
1192,1193,1,2,REGULAR,5209024,26-06-2023
1193,1194,2,2,ACEPTABLE,17148,05-09-2023
1194,1195,2,2,ACEPTABLE,17339,19-02-2021
1195,1196,3,3,MUY BUENO,17247,30-03-2022
1196,1197,2,1,REGULAR,52163,02-10-2022
1197,1198,1,1,DEFICIENTE,17023,08-12-2022
1198,1199,5,5,EXCELENTE,5654059,04-09-2023
1199,1200,4,4,EXCELENTE,17819,22-04-2022
1200,1201,2,3,ACEPTABLE,17147,15-02-2021
1201,1202,1,1,DEFICIENTE,17847,27-06-2022
1202,1203,2,3,ACEPTABLE,4988049,23-05-2023
1203,1204,5,5,EXCELENTE,18304,27-10-2023
1204,1205,1,1,DEFICIENTE,17850,03-10-2021
1205,1206,1,1,DEFICIENTE,4749895,14-08-2022
1206,1207,3,4,MUY BUENO,16934,24-01-2023
1207,1208,4,5,EXCELENTE,17867,04-01-2022
1208,1209,5,5,EXCELENTE,16724,01-07-2021
1209,1210,2,3,ACEPTABLE,18406,29-10-2023
1210,1211,5,5,EXCELENTE,52208,26-10-2022
1211,1212,4,3,MUY BUENO,7591618,29-10-2021
1212,1213,3,4,MUY BUENO,17106,25-02-2021
1213,1214,4,4,EXCELENTE,17711,01-12-2021
1214,1215,1,1,DEFICIENTE,18408,30-06-2021
1215,1216,4,4,EXCELENTE,17851,02-04-2023
1216,1217,4,4,EXCELENTE,18118,16-07-2021
1217,1218,4,4,EXCELENTE,5010682,21-12-2021
1218,1219,4,5,EXCELENTE,7127775,08-01-2022
1219,1220,1,1,DEFICIENTE,5241182,27-11-2022
1220,1221,4,3,MUY BUENO,5240276,25-03-2023
1221,1222,4,3,MUY BUENO,52157,03-03-2023
1222,1223,3,2,ACEPTABLE,52181,14-06-2022
1223,1224,2,1,REGULAR,17280,11-07-2023
1224,1225,2,2,ACEPTABLE,18466,19-08-2023
1225,1226,5,5,EXCELENTE,18565,20-05-2021
1226,1227,4,3,MUY BUENO,17739,10-03-2023
1227,1228,3,3,MUY BUENO,5219929,26-02-2021
1228,1229,1,2,REGULAR,52142,25-11-2022
1229,1230,1,1,DEFICIENTE,17778,02-08-2022
1230,1231,1,2,REGULAR,18197,03-02-2021
1231,1232,4,4,EXCELENTE,18039,12-10-2023
1232,1233,1,1,DEFICIENTE,17460,06-11-2023
1233,1234,3,4,MUY BUENO,18562,20-10-2022
1234,1235,1,2,REGULAR,6819615,02-05-2021
1235,1236,2,1,REGULAR,7107699,28-05-2021
1236,1237,2,3,ACEPTABLE,17928,07-05-2023
1237,1238,5,4,EXCELENTE,17146,01-11-2023
1238,1239,3,3,MUY BUENO,17018,08-07-2022
1239,1240,3,2,ACEPTABLE,16890,05-11-2021
1240,1241,2,1,REGULAR,16885,15-05-2023
1241,1242,5,5,EXCELENTE,7591686,05-06-2022
1242,1243,4,5,EXCELENTE,52119,02-02-2021
1243,1244,3,3,MUY BUENO,52152,21-07-2021
1244,1245,5,4,EXCELENTE,17763,12-09-2023
1245,1246,2,1,REGULAR,18628,23-07-2023
1246,1247,2,3,ACEPTABLE,18201,07-12-2022
1247,1248,4,5,EXCELENTE,18524,10-05-2023
1248,1249,3,2,ACEPTABLE,18079,31-01-2021
1249,1250,1,2,REGULAR,52082,26-08-2022
1250,1251,2,2,ACEPTABLE,16937,16-08-2021
1251,1252,2,1,REGULAR,18485,30-10-2023
1252,1253,1,1,DEFICIENTE,16781,16-08-2023
1253,1254,1,1,DEFICIENTE,16859,21-11-2021
1254,1255,1,2,REGULAR,17116,21-10-2021
1255,1256,3,4,MUY BUENO,52074,27-08-2022
1256,1257,2,1,REGULAR,16959,20-06-2023
1257,1258,3,2,ACEPTABLE,5241167,25-04-2021
1258,1259,4,4,EXCELENTE,17507,25-08-2023
1259,1260,2,3,ACEPTABLE,16892,14-12-2022
1260,1261,2,2,ACEPTABLE,7126577,17-03-2023
1261,1262,3,3,MUY BUENO,18163,25-06-2022
1262,1263,1,1,DEFICIENTE,17119,10-12-2021
1263,1264,2,3,ACEPTABLE,17875,09-12-2023
1264,1265,4,5,EXCELENTE,9397047,27-09-2021
1265,1266,1,2,REGULAR,18377,23-09-2021
1266,1267,4,3,MUY BUENO,3573055,21-10-2023
1267,1268,2,2,ACEPTABLE,52228,19-03-2023
1268,1269,2,3,ACEPTABLE,5241167,22-11-2022
1269,1270,3,3,MUY BUENO,18258,19-02-2023
1270,1271,5,5,EXCELENTE,5241168,17-12-2021
1271,1272,4,4,EXCELENTE,52088,24-08-2021
1272,1273,4,3,MUY BUENO,4749894,31-03-2022
1273,1274,5,5,EXCELENTE,17735,23-04-2023
1274,1275,4,3,MUY BUENO,5237130,22-08-2023
1275,1276,1,1,DEFICIENTE,17585,03-11-2023
1276,1277,2,1,REGULAR,8799532,12-12-2022
1277,1278,2,3,ACEPTABLE,16997,29-11-2022
1278,1279,5,5,EXCELENTE,17273,06-02-2021
1279,1280,1,1,DEFICIENTE,7107707,27-03-2021
1280,1281,3,3,MUY BUENO,52167,09-09-2021
1281,1282,2,3,ACEPTABLE,18613,22-05-2022
1282,1283,4,4,EXCELENTE,8914015,30-03-2023
1283,1284,4,4,EXCELENTE,18255,20-10-2021
1284,1285,2,3,ACEPTABLE,18418,17-04-2021
1285,1286,1,2,REGULAR,5195568,23-07-2023
1286,1287,2,3,ACEPTABLE,18618,20-01-2023
1287,1288,5,5,EXCELENTE,18023,29-10-2021
1288,1289,4,4,EXCELENTE,17746,12-11-2021
1289,1290,5,4,EXCELENTE,18562,15-08-2023
1290,1291,4,4,EXCELENTE,18291,20-10-2023
1291,1292,3,3,MUY BUENO,16912,25-08-2023
1292,1293,3,4,MUY BUENO,6819623,26-07-2023
1293,1294,5,4,EXCELENTE,8914011,15-07-2023
1294,1295,4,3,MUY BUENO,18349,22-03-2021
1295,1296,2,2,ACEPTABLE,18210,13-10-2022
1296,1297,4,5,EXCELENTE,3991194,03-03-2023
1297,1298,4,5,EXCELENTE,17932,10-05-2022
1298,1299,1,1,DEFICIENTE,17902,24-01-2022
1299,1300,3,4,MUY BUENO,18082,07-05-2023
1300,1301,3,4,MUY BUENO,17613,06-02-2022
1301,1302,1,2,REGULAR,7356676,19-05-2021
1302,1303,4,3,MUY BUENO,5240112,01-11-2022
1303,1304,2,1,REGULAR,9179375,23-11-2021
1304,1305,3,4,MUY BUENO,17488,27-05-2021
1305,1306,4,4,EXCELENTE,17639,12-08-2022
1306,1307,5,5,EXCELENTE,17491,14-05-2023
1307,1308,4,5,EXCELENTE,18125,25-03-2022
1308,1309,1,1,DEFICIENTE,18601,13-10-2022
1309,1310,5,4,EXCELENTE,52211,18-04-2023
1310,1311,5,4,EXCELENTE,17590,07-07-2021
1311,1312,2,2,ACEPTABLE,5231441,16-09-2022
1312,1313,3,3,MUY BUENO,16850,09-04-2022
1313,1314,1,1,DEFICIENTE,7126499,09-01-2023
1314,1315,4,5,EXCELENTE,6907760,02-04-2023
1315,1316,4,4,EXCELENTE,17069,23-05-2023
1316,1317,3,4,MUY BUENO,7024214,23-07-2023
1317,1318,5,5,EXCELENTE,17277,02-08-2022
1318,1319,3,3,MUY BUENO,17363,13-12-2022
1319,1320,3,3,MUY BUENO,17030,09-11-2021
1320,1321,1,1,DEFICIENTE,18526,20-01-2022
1321,1322,4,5,EXCELENTE,18510,27-01-2022
1322,1323,1,1,DEFICIENTE,16711,20-10-2023
1323,1324,4,5,EXCELENTE,5075483,04-09-2021
1324,1325,4,4,EXCELENTE,3740788,04-10-2021
1325,1326,1,2,REGULAR,52211,10-03-2022
1326,1327,3,4,MUY BUENO,17501,25-01-2021
1327,1328,1,2,REGULAR,17199,13-03-2022
1328,1329,2,2,ACEPTABLE,17141,05-02-2021
1329,1330,1,1,DEFICIENTE,17663,17-07-2022
1330,1331,4,4,EXCELENTE,17692,20-03-2023
1331,1332,5,5,EXCELENTE,16889,29-12-2022
1332,1333,1,1,DEFICIENTE,18616,26-11-2021
1333,1334,1,1,DEFICIENTE,18612,09-02-2023
1334,1335,2,2,ACEPTABLE,18529,29-07-2023
1335,1336,5,5,EXCELENTE,17081,28-01-2022
1336,1337,5,5,EXCELENTE,16868,07-05-2021
1337,1338,3,3,MUY BUENO,17776,12-01-2022
1338,1339,1,2,REGULAR,16753,24-07-2023
1339,1340,4,5,EXCELENTE,17451,13-04-2022
1340,1341,1,2,REGULAR,16902,24-04-2021
1341,1342,4,5,EXCELENTE,17428,09-01-2022
1342,1343,3,4,MUY BUENO,7882656,11-06-2023
1343,1344,5,5,EXCELENTE,18629,19-06-2021
1344,1345,2,1,REGULAR,16737,19-12-2021
1345,1346,5,5,EXCELENTE,7248199,26-08-2022
1346,1347,1,2,REGULAR,5653890,18-04-2021
1347,1348,3,4,MUY BUENO,17751,31-10-2021
1348,1349,4,4,EXCELENTE,17672,13-06-2022
1349,1350,5,5,EXCELENTE,17062,20-03-2021
1350,1351,4,5,EXCELENTE,17641,06-10-2021
1351,1352,4,5,EXCELENTE,17281,06-10-2023
1352,1353,4,4,EXCELENTE,17083,20-09-2021
1353,1354,5,4,EXCELENTE,17815,09-03-2022
1354,1355,4,4,EXCELENTE,5240285,07-09-2021
1355,1356,1,2,REGULAR,17126,24-08-2021
1356,1357,2,3,ACEPTABLE,5653950,01-11-2021
1357,1358,4,3,MUY BUENO,17456,13-06-2023
1358,1359,3,4,MUY BUENO,17089,08-01-2022
1359,1360,5,4,EXCELENTE,17958,15-09-2023
1360,1361,4,5,EXCELENTE,52114,03-12-2023
1361,1362,2,2,ACEPTABLE,8799540,25-09-2022
1362,1363,3,3,MUY BUENO,17532,22-01-2022
1363,1364,5,5,EXCELENTE,5196548,21-06-2023
1364,1365,5,5,EXCELENTE,3991087,16-03-2021
1365,1366,1,2,REGULAR,16934,17-05-2021
1366,1367,5,5,EXCELENTE,5246186,09-07-2021
1367,1368,3,4,MUY BUENO,18229,14-12-2021
1368,1369,1,1,DEFICIENTE,17129,19-01-2021
1369,1370,3,2,ACEPTABLE,16717,08-09-2021
1370,1371,2,2,ACEPTABLE,3960929,17-03-2021
1371,1372,4,3,MUY BUENO,17654,31-03-2022
1372,1373,2,1,REGULAR,18191,30-08-2021
1373,1374,2,1,REGULAR,18377,27-09-2023
1374,1375,4,3,MUY BUENO,17219,20-03-2021
1375,1376,4,4,EXCELENTE,5654053,18-04-2022
1376,1377,4,4,EXCELENTE,17868,16-04-2022
1377,1378,3,2,ACEPTABLE,18561,04-08-2023
1378,1379,2,3,ACEPTABLE,5246182,12-05-2022
1379,1380,5,4,EXCELENTE,17701,17-09-2022
1380,1381,2,3,ACEPTABLE,16707,21-06-2022
1381,1382,2,3,ACEPTABLE,17316,28-01-2023
1382,1383,4,3,MUY BUENO,3573917,25-07-2023
1383,1384,5,4,EXCELENTE,17759,02-07-2022
1384,1385,4,5,EXCELENTE,3573208,28-07-2023
1385,1386,3,4,MUY BUENO,5237114,03-01-2022
1386,1387,5,5,EXCELENTE,17560,09-07-2022
1387,1388,3,3,MUY BUENO,7928004,17-08-2022
1388,1389,2,1,REGULAR,3568695,29-01-2021
1389,1390,1,2,REGULAR,4731667,29-11-2022
1390,1391,1,1,DEFICIENTE,17488,27-01-2023
1391,1392,4,4,EXCELENTE,17665,02-01-2021
1392,1393,1,2,REGULAR,52158,25-05-2023
1393,1394,5,4,EXCELENTE,17097,04-02-2022
1394,1395,1,1,DEFICIENTE,18541,30-11-2022
1395,1396,4,5,EXCELENTE,17992,01-04-2021
1396,1397,5,5,EXCELENTE,16872,01-08-2021
1397,1398,4,4,EXCELENTE,18241,08-10-2023
1398,1399,3,3,MUY BUENO,18434,20-02-2023
1399,1400,5,4,EXCELENTE,16823,30-04-2021
1400,1401,4,5,EXCELENTE,17048,01-04-2023
1401,1402,2,2,ACEPTABLE,18239,12-03-2021
1402,1403,4,3,MUY BUENO,3573015,09-01-2022
1403,1404,5,4,EXCELENTE,18057,26-07-2022
1404,1405,1,2,REGULAR,17741,03-06-2022
1405,1406,5,5,EXCELENTE,18277,29-04-2023
1406,1407,5,5,EXCELENTE,18213,21-04-2021
1407,1408,2,3,ACEPTABLE,17203,29-05-2022
1408,1409,2,2,ACEPTABLE,18174,30-10-2021
1409,1410,1,1,DEFICIENTE,18029,05-11-2023
1410,1411,3,4,MUY BUENO,17160,29-04-2022
1411,1412,2,2,ACEPTABLE,18451,11-07-2022
1412,1413,2,3,ACEPTABLE,5237118,22-11-2021
1413,1414,3,4,MUY BUENO,18077,18-06-2021
1414,1415,2,1,REGULAR,18170,26-12-2021
1415,1416,2,3,ACEPTABLE,17287,22-07-2021
1416,1417,5,4,EXCELENTE,16907,02-05-2021
1417,1418,2,2,ACEPTABLE,17030,25-10-2021
1418,1419,1,1,DEFICIENTE,16768,17-12-2023
1419,1420,3,3,MUY BUENO,16713,18-07-2023
1420,1421,4,4,EXCELENTE,16758,28-01-2022
1421,1422,3,2,ACEPTABLE,5246192,06-01-2022
1422,1423,4,4,EXCELENTE,7280401,21-03-2022
1423,1424,1,1,DEFICIENTE,17901,18-06-2022
1424,1425,4,4,EXCELENTE,17447,07-01-2023
1425,1426,3,4,MUY BUENO,52085,10-02-2022
1426,1427,4,3,MUY BUENO,17894,12-11-2021
1427,1428,3,2,ACEPTABLE,18523,29-04-2021
1428,1429,4,5,EXCELENTE,4986431,16-11-2021
1429,1430,5,5,EXCELENTE,16915,27-11-2022
1430,1431,2,2,ACEPTABLE,16724,06-06-2022
1431,1432,4,5,EXCELENTE,18378,25-10-2023
1432,1433,3,3,MUY BUENO,4731667,16-09-2021
1433,1434,5,4,EXCELENTE,18569,29-05-2021
1434,1435,2,2,ACEPTABLE,16892,18-03-2021
1435,1436,3,3,MUY BUENO,18247,04-11-2023
1436,1437,3,2,ACEPTABLE,18607,02-10-2021
1437,1438,1,1,DEFICIENTE,17733,22-12-2022
1438,1439,3,2,ACEPTABLE,18612,25-05-2023
1439,1440,3,4,MUY BUENO,18487,17-10-2021
1440,1441,5,4,EXCELENTE,17821,26-02-2022
1441,1442,3,3,MUY BUENO,17074,04-05-2023
1442,1443,5,5,EXCELENTE,18386,19-06-2022
1443,1444,2,3,ACEPTABLE,7802464,20-07-2022
1444,1445,2,3,ACEPTABLE,5211511,20-11-2023
1445,1446,2,1,REGULAR,17311,20-02-2021
1446,1447,3,4,MUY BUENO,17756,14-03-2022
1447,1448,4,5,EXCELENTE,17841,14-09-2021
1448,1449,2,2,ACEPTABLE,8218587,26-02-2021
1449,1450,2,3,ACEPTABLE,5240310,27-10-2021
1450,1451,5,4,EXCELENTE,18329,19-10-2021
1451,1452,2,2,ACEPTABLE,17943,31-05-2021
1452,1453,5,4,EXCELENTE,52088,24-05-2022
1453,1454,3,3,MUY BUENO,18199,16-08-2022
1454,1455,5,5,EXCELENTE,17146,16-04-2021
1455,1456,2,1,REGULAR,4749895,24-07-2022
1456,1457,2,1,REGULAR,52207,01-07-2022
1457,1458,1,1,DEFICIENTE,17769,20-11-2023
1458,1459,5,5,EXCELENTE,8909081,12-08-2021
1459,1460,5,4,EXCELENTE,17567,16-05-2023
1460,1461,4,4,EXCELENTE,52214,01-12-2021
1461,1462,2,2,ACEPTABLE,6819622,29-07-2023
1462,1463,5,5,EXCELENTE,17261,08-11-2022
1463,1464,5,4,EXCELENTE,17120,01-07-2022
1464,1465,3,4,MUY BUENO,18493,27-03-2021
1465,1466,5,5,EXCELENTE,16712,04-09-2023
1466,1467,2,2,ACEPTABLE,18579,12-06-2023
1467,1468,5,5,EXCELENTE,3573058,20-10-2023
1468,1469,5,5,EXCELENTE,18455,04-01-2021
1469,1470,2,1,REGULAR,18047,05-06-2022
1470,1471,1,1,DEFICIENTE,17329,06-07-2022
1471,1472,1,1,DEFICIENTE,17527,18-08-2022
1472,1473,3,4,MUY BUENO,18633,06-10-2022
1473,1474,1,2,REGULAR,17804,11-08-2023
1474,1475,2,2,ACEPTABLE,18226,27-07-2023
1475,1476,4,4,EXCELENTE,16751,20-03-2023
1476,1477,2,2,ACEPTABLE,4986212,17-12-2021
1477,1478,1,1,DEFICIENTE,16926,14-03-2021
1478,1479,1,1,DEFICIENTE,9049653,15-02-2022
1479,1480,1,1,DEFICIENTE,5240281,02-07-2021
1480,1481,3,4,MUY BUENO,17789,20-03-2023
1481,1482,3,4,MUY BUENO,17339,06-04-2023
1482,1483,1,1,DEFICIENTE,4731667,21-03-2023
1483,1484,1,2,REGULAR,16919,30-04-2022
1484,1485,2,3,ACEPTABLE,18472,28-09-2022
1485,1486,5,5,EXCELENTE,5173859,13-04-2023
1486,1487,2,1,REGULAR,16966,14-03-2021
1487,1488,1,1,DEFICIENTE,17542,21-09-2021
1488,1489,4,4,EXCELENTE,3739833,08-10-2022
1489,1490,2,2,ACEPTABLE,3568173,22-02-2021
1490,1491,2,3,ACEPTABLE,52038,28-08-2023
1491,1492,2,1,REGULAR,18480,12-01-2022
1492,1493,3,4,MUY BUENO,5010682,11-08-2022
1493,1494,1,2,REGULAR,9187084,17-06-2023
1494,1495,3,2,ACEPTABLE,7841427,06-03-2021
1495,1496,1,1,DEFICIENTE,8799547,04-10-2023
1496,1497,5,5,EXCELENTE,17063,08-10-2021
1497,1498,5,5,EXCELENTE,17380,01-09-2023
1498,1499,4,5,EXCELENTE,17069,02-02-2021
1499,1500,4,4,EXCELENTE,17563,11-05-2021
1500,1501,1,1,DEFICIENTE,16855,30-07-2021
1501,1502,4,4,EXCELENTE,17485,07-05-2021
1502,1503,5,5,EXCELENTE,17029,09-04-2023
1503,1504,5,5,EXCELENTE,17174,26-09-2021
1504,1505,2,1,REGULAR,3568306,27-09-2022
1505,1506,5,5,EXCELENTE,18211,22-03-2021
1506,1507,4,3,MUY BUENO,5241167,10-12-2022
1507,1508,1,2,REGULAR,18577,04-06-2021
1508,1509,3,3,MUY BUENO,3739833,12-03-2023
1509,1510,2,3,ACEPTABLE,17464,28-03-2021
1510,1511,3,4,MUY BUENO,18537,25-08-2023
1511,1512,4,3,MUY BUENO,17487,15-01-2023
1512,1513,5,4,EXCELENTE,16820,28-10-2023
1513,1514,1,2,REGULAR,17138,05-11-2021
1514,1515,4,5,EXCELENTE,17939,23-11-2023
1515,1516,1,1,DEFICIENTE,18551,19-06-2023
1516,1517,4,4,EXCELENTE,7927289,16-05-2021
1517,1518,3,3,MUY BUENO,17131,17-10-2022
1518,1519,3,2,ACEPTABLE,17331,06-12-2022
1519,1520,1,2,REGULAR,5213820,19-01-2023
1520,1521,5,4,EXCELENTE,17702,16-03-2023
1521,1522,5,5,EXCELENTE,17744,15-12-2021
1522,1523,4,5,EXCELENTE,7165658,16-10-2023
1523,1524,4,5,EXCELENTE,17857,16-03-2023
1524,1525,1,1,DEFICIENTE,5178865,27-05-2021
1525,1526,5,5,EXCELENTE,5653942,04-02-2022
1526,1527,3,4,MUY BUENO,17885,21-08-2021
1527,1528,4,5,EXCELENTE,18049,31-12-2021
1528,1529,1,1,DEFICIENTE,18315,28-11-2021
1529,1530,4,5,EXCELENTE,17584,13-10-2021
1530,1531,4,3,MUY BUENO,17671,02-10-2023
1531,1532,3,2,ACEPTABLE,8776034,28-04-2022
1532,1533,2,1,REGULAR,18222,01-09-2021
1533,1534,5,5,EXCELENTE,451569,29-01-2021
1534,1535,5,4,EXCELENTE,5237119,13-06-2022
1535,1536,4,4,EXCELENTE,17918,24-05-2022
1536,1537,1,1,DEFICIENTE,18635,30-11-2023
1537,1538,5,5,EXCELENTE,16701,15-01-2023
1538,1539,4,4,EXCELENTE,18000,27-09-2021
1539,1540,3,4,MUY BUENO,17279,24-02-2021
1540,1541,1,2,REGULAR,17173,22-02-2022
1541,1542,2,3,ACEPTABLE,17718,21-06-2022
1542,1543,4,4,EXCELENTE,3568708,17-02-2023
1543,1544,1,1,DEFICIENTE,17169,23-08-2022
1544,1545,5,5,EXCELENTE,17559,13-11-2021
1545,1546,2,2,ACEPTABLE,3569210,01-05-2022
1546,1547,1,1,DEFICIENTE,17374,08-04-2022
1547,1548,3,2,ACEPTABLE,16976,15-03-2022
1548,1549,2,2,ACEPTABLE,17643,01-01-2023
1549,1550,1,2,REGULAR,17299,30-03-2021
1550,1551,1,1,DEFICIENTE,18508,20-01-2023
1551,1552,2,3,ACEPTABLE,4986431,29-03-2023
1552,1553,5,4,EXCELENTE,18093,04-03-2023
1553,1554,5,4,EXCELENTE,17541,02-12-2023
1554,1555,1,1,DEFICIENTE,18298,10-07-2022
1555,1556,2,2,ACEPTABLE,16788,10-09-2023
1556,1557,3,4,MUY BUENO,18256,20-04-2023
1557,1558,5,4,EXCELENTE,17306,23-11-2021
1558,1559,1,2,REGULAR,3576117,20-09-2022
1559,1560,3,2,ACEPTABLE,52041,02-01-2022
1560,1561,3,2,ACEPTABLE,17791,03-04-2021
1561,1562,4,4,EXCELENTE,18060,13-01-2023
1562,1563,4,5,EXCELENTE,52124,07-02-2023
1563,1564,5,5,EXCELENTE,52123,16-11-2023
1564,1565,1,2,REGULAR,7248141,06-07-2021
1565,1566,3,2,ACEPTABLE,16970,25-08-2023
1566,1567,4,4,EXCELENTE,18134,12-06-2021
1567,1568,1,1,DEFICIENTE,18484,23-08-2021
1568,1569,4,4,EXCELENTE,16692,20-07-2021
1569,1570,1,1,DEFICIENTE,451593,27-05-2023
1570,1571,4,3,MUY BUENO,18596,29-07-2022
1571,1572,2,1,REGULAR,16793,30-12-2022
1572,1573,1,1,DEFICIENTE,16850,04-01-2022
1573,1574,2,3,ACEPTABLE,16887,24-12-2021
1574,1575,1,2,REGULAR,17872,28-05-2021
1575,1576,2,1,REGULAR,6819616,08-02-2021
1576,1577,3,3,MUY BUENO,52206,13-02-2022
1577,1578,4,3,MUY BUENO,18127,18-12-2021
1578,1579,2,2,ACEPTABLE,17161,06-08-2022
1579,1580,4,5,EXCELENTE,52200,14-02-2022
1580,1581,2,3,ACEPTABLE,5653950,12-11-2021
1581,1582,5,5,EXCELENTE,18265,06-01-2021
1582,1583,3,2,ACEPTABLE,17380,27-11-2021
1583,1584,2,3,ACEPTABLE,17752,15-11-2023
1584,1585,5,4,EXCELENTE,16692,21-08-2021
1585,1586,4,5,EXCELENTE,17794,19-10-2022
1586,1587,5,5,EXCELENTE,3991087,21-05-2022
1587,1588,1,1,DEFICIENTE,52146,01-11-2023
1588,1589,1,1,DEFICIENTE,17757,11-03-2021
1589,1590,1,1,DEFICIENTE,18572,27-01-2023
1590,1591,1,2,REGULAR,18326,02-08-2023
1591,1592,4,5,EXCELENTE,18049,31-08-2023
1592,1593,3,4,MUY BUENO,18242,24-07-2023
1593,1594,1,2,REGULAR,17161,01-04-2023
1594,1595,4,3,MUY BUENO,3566346,16-05-2022
1595,1596,1,1,DEFICIENTE,18286,17-09-2023
1596,1597,3,3,MUY BUENO,17968,04-07-2022
1597,1598,2,3,ACEPTABLE,17195,07-01-2023
1598,1599,4,3,MUY BUENO,18513,11-12-2021
1599,1600,5,4,EXCELENTE,16838,22-02-2023
1600,1601,5,5,EXCELENTE,16777,03-01-2021
1601,1602,2,1,REGULAR,9259976,07-05-2023
1602,1603,3,4,MUY BUENO,17404,25-06-2023
1603,1604,2,2,ACEPTABLE,18090,16-06-2021
1604,1605,5,5,EXCELENTE,18313,09-08-2021
1605,1606,1,1,DEFICIENTE,5195676,15-09-2023
1606,1607,1,2,REGULAR,17462,27-06-2023
1607,1608,2,2,ACEPTABLE,7602200,02-10-2021
1608,1609,3,2,ACEPTABLE,18621,19-06-2021
1609,1610,4,3,MUY BUENO,7162223,21-04-2022
1610,1611,5,5,EXCELENTE,17059,26-10-2023
1611,1612,2,1,REGULAR,3569250,09-06-2023
1612,1613,4,3,MUY BUENO,17924,10-03-2022
1613,1614,3,2,ACEPTABLE,7862341,13-09-2022
1614,1615,5,5,EXCELENTE,17404,03-06-2021
1615,1616,1,2,REGULAR,3960929,16-01-2021
1616,1617,2,3,ACEPTABLE,17996,30-05-2022
1617,1618,1,2,REGULAR,6819617,23-01-2022
1618,1619,2,2,ACEPTABLE,16669,19-03-2022
1619,1620,4,4,EXCELENTE,16924,31-05-2022
1620,1621,1,2,REGULAR,4989404,05-09-2023
1621,1622,2,2,ACEPTABLE,18211,23-02-2023
1622,1623,3,3,MUY BUENO,17475,27-10-2023
1623,1624,5,5,EXCELENTE,16831,21-06-2022
1624,1625,2,2,ACEPTABLE,17155,12-03-2022
1625,1626,1,1,DEFICIENTE,18457,04-02-2023
1626,1627,3,4,MUY BUENO,17874,19-03-2021
1627,1628,1,2,REGULAR,52055,15-10-2023
1628,1629,3,4,MUY BUENO,4731656,06-05-2022
1629,1630,1,1,DEFICIENTE,18336,09-05-2022
1630,1631,4,3,MUY BUENO,18355,15-04-2023
1631,1632,2,1,REGULAR,461343,26-04-2023
1632,1633,1,1,DEFICIENTE,18098,07-08-2022
1633,1634,1,2,REGULAR,52176,24-07-2021
1634,1635,5,5,EXCELENTE,52208,31-03-2023
1635,1636,4,5,EXCELENTE,17141,06-01-2022
1636,1637,1,1,DEFICIENTE,16746,15-05-2023
1637,1638,2,3,ACEPTABLE,17073,12-12-2022
1638,1639,1,1,DEFICIENTE,18635,03-02-2023
1639,1640,5,4,EXCELENTE,5209994,22-01-2021
1640,1641,2,1,REGULAR,461181,17-09-2022
1641,1642,4,5,EXCELENTE,17739,27-10-2023
1642,1643,2,2,ACEPTABLE,18578,04-07-2023
1643,1644,3,2,ACEPTABLE,16675,30-08-2023
1644,1645,3,2,ACEPTABLE,18558,19-08-2022
1645,1646,1,1,DEFICIENTE,17679,29-06-2023
1646,1647,4,5,EXCELENTE,17607,13-10-2021
1647,1648,5,5,EXCELENTE,18276,14-09-2023
1648,1649,2,1,REGULAR,18229,27-09-2022
1649,1650,3,3,MUY BUENO,17002,29-08-2023
1650,1651,4,3,MUY BUENO,16690,31-03-2022
1651,1652,4,4,EXCELENTE,17145,21-02-2023
1652,1653,5,4,EXCELENTE,7591499,09-01-2023
1653,1654,2,2,ACEPTABLE,18579,28-03-2022
1654,1655,2,1,REGULAR,8799607,17-03-2022
1655,1656,2,1,REGULAR,17351,01-10-2022
1656,1657,2,2,ACEPTABLE,16776,13-11-2022
1657,1658,5,5,EXCELENTE,18610,18-08-2021
1658,1659,4,3,MUY BUENO,17681,27-01-2023
1659,1660,1,1,DEFICIENTE,17120,13-07-2023
1660,1661,4,4,EXCELENTE,16755,12-05-2021
1661,1662,1,2,REGULAR,17445,22-04-2021
1662,1663,5,4,EXCELENTE,16834,13-09-2022
