_id,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-4604,00 MNT",2024-07-29T00:00:00Z,PREVENTIVO,BUENO,BUENO,5178866,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4604
"-4605,00 MNT",2023-05-12T00:00:00Z,EMERGENCIA,BUENO,MALO,5272349,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4605
"-4606,00 MNT",2024-05-01T00:00:00Z,CORRECTIVO,MALO,REGULAR,32584,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4606
"-4607,00 MNT",2024-03-16T00:00:00Z,EMERGENCIA,MALO,BUENO,21187,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4607
"-4608,00 MNT",2024-05-19T00:00:00Z,PREVENTIVO,BUENO,MALO,33830,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4608
"-4609,00 MNT",2024-01-27T00:00:00Z,PREVENTIVO,REGULAR,MALO,9294210,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4609
"-4610,00 MNT",2024-07-10T00:00:00Z,CORRECTIVO,REGULAR,MALO,18836,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4610
"-4611,00 MNT",2023-11-01T00:00:00Z,CORRECTIVO,BUENO,BUENO,19434,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4611
"-4612,00 MNT",2024-08-04T00:00:00Z,PREVENTIVO,MALO,MALO,59920,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4612
"-4613,00 MNT",2024-08-18T00:00:00Z,PREVENTIVO,MALO,MALO,8805542,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4613
"-4614,00 MNT",2024-01-04T00:00:00Z,PREVENTIVO,BUENO,MALO,18800,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4614
"-4615,00 MNT",2024-01-04T00:00:00Z,PREVENTIVO,BUENO,BUENO,9193609,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4615
"-4616,00 MNT",2023-11-25T00:00:00Z,EMERGENCIA,REGULAR,BUENO,32547,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4616
"-4617,00 MNT",2024-07-17T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,8817614,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4617
"-4618,00 MNT",2024-07-07T00:00:00Z,CORRECTIVO,MALO,REGULAR,18831,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4618
"-4619,00 MNT",2024-09-07T00:00:00Z,EMERGENCIA,BUENO,MALO,3530700,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4619
"-4620,00 MNT",2024-09-12T00:00:00Z,CORRECTIVO,MALO,MALO,5237095,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4620
"-4621,00 MNT",2024-09-26T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,20279,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4621
"-4622,00 MNT",2024-01-18T00:00:00Z,PREVENTIVO,MALO,MALO,58809,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4622
"-4623,00 MNT",2024-08-03T00:00:00Z,CORRECTIVO,BUENO,MALO,7128839,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4623
"-4624,00 MNT",2024-09-23T00:00:00Z,CORRECTIVO,BUENO,REGULAR,35116,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4624
"-4625,00 MNT",2023-12-02T00:00:00Z,CORRECTIVO,BUENO,BUENO,24798,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4625
"-4626,00 MNT",2024-03-24T00:00:00Z,CORRECTIVO,MALO,BUENO,21273,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4626
"-4627,00 MNT",2024-03-31T00:00:00Z,CORRECTIVO,REGULAR,BUENO,19358,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4627
"-4628,00 MNT",2023-12-27T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,7833628,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4628
"-4629,00 MNT",2024-08-05T00:00:00Z,EMERGENCIA,MALO,REGULAR,9223810,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4629
"-4630,00 MNT",2024-03-05T00:00:00Z,PREVENTIVO,MALO,MALO,25091,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4630
"-4631,00 MNT",2024-07-20T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,9219033,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4631
"-4632,00 MNT",2023-11-14T00:00:00Z,PREVENTIVO,MALO,REGULAR,3963066,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4632
"-4633,00 MNT",2024-10-03T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,9187104,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4633
"-4634,00 MNT",2024-01-12T00:00:00Z,EMERGENCIA,MALO,MALO,7889437,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4634
"-4635,00 MNT",2024-04-01T00:00:00Z,PREVENTIVO,BUENO,REGULAR,21685,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4635
"-4636,00 MNT",2024-02-19T00:00:00Z,PREVENTIVO,BUENO,MALO,5025118,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4636
"-4637,00 MNT",2023-12-10T00:00:00Z,PREVENTIVO,BUENO,BUENO,57973,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4637
"-4638,00 MNT",2024-10-09T00:00:00Z,EMERGENCIA,MALO,REGULAR,25024,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4638
"-4639,00 MNT",2024-09-19T00:00:00Z,EMERGENCIA,BUENO,REGULAR,21425,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4639
"-4640,00 MNT",2024-06-18T00:00:00Z,PREVENTIVO,MALO,MALO,7883908,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4640
"-4641,00 MNT",2024-03-04T00:00:00Z,EMERGENCIA,BUENO,BUENO,4982743,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4641
"-4642,00 MNT",2024-02-03T00:00:00Z,CORRECTIVO,MALO,MALO,59122,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4642
"-4643,00 MNT",2024-07-26T00:00:00Z,PREVENTIVO,MALO,MALO,58977,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4643
"-4644,00 MNT",2024-10-09T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5220848,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4644
"-4645,00 MNT",2024-10-06T00:00:00Z,CORRECTIVO,MALO,BUENO,9291554,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4645
"-4646,00 MNT",2024-04-14T00:00:00Z,PREVENTIVO,BUENO,REGULAR,33181,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4646
"-4647,00 MNT",2024-05-10T00:00:00Z,EMERGENCIA,MALO,BUENO,58843,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4647
"-4648,00 MNT",2024-02-09T00:00:00Z,EMERGENCIA,MALO,MALO,7248153,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4648
"-4649,00 MNT",2024-06-03T00:00:00Z,PREVENTIVO,REGULAR,MALO,5173896,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4649
"-4650,00 MNT",2024-10-06T00:00:00Z,PREVENTIVO,BUENO,BUENO,35058,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4650
"-4651,00 MNT",2024-03-12T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,9149780,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4651
"-4652,00 MNT",2024-08-09T00:00:00Z,CORRECTIVO,MALO,MALO,5241138,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4652
"-4653,00 MNT",2024-09-19T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,4961103,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4653
"-4654,00 MNT",2024-01-17T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,22593,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4654
"-4655,00 MNT",2024-10-13T00:00:00Z,EMERGENCIA,MALO,MALO,19213,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4655
"-4656,00 MNT",2024-07-17T00:00:00Z,EMERGENCIA,BUENO,REGULAR,21328,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4656
"-4657,00 MNT",2023-12-28T00:00:00Z,CORRECTIVO,BUENO,BUENO,33590,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4657
"-4658,00 MNT",2023-11-18T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,3568953,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4658
"-4659,00 MNT",2024-09-19T00:00:00Z,CORRECTIVO,REGULAR,MALO,22105,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4659
"-4660,00 MNT",2024-04-05T00:00:00Z,CORRECTIVO,BUENO,MALO,7577741,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4660
"-4661,00 MNT",2024-08-28T00:00:00Z,PREVENTIVO,BUENO,BUENO,9135893,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4661
"-4662,00 MNT",2024-08-02T00:00:00Z,EMERGENCIA,BUENO,REGULAR,4738009,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4662
"-4663,00 MNT",2024-02-09T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,33416,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4663
"-4664,00 MNT",2024-06-12T00:00:00Z,EMERGENCIA,BUENO,BUENO,24872,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4664
"-4665,00 MNT",2024-06-05T00:00:00Z,CORRECTIVO,BUENO,REGULAR,9288487,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4665
"-4666,00 MNT",2023-10-27T00:00:00Z,PREVENTIVO,BUENO,REGULAR,20013,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4666
"-4667,00 MNT",2023-11-01T00:00:00Z,PREVENTIVO,MALO,BUENO,7889390,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4667
"-4668,00 MNT",2024-04-20T00:00:00Z,EMERGENCIA,REGULAR,MALO,3566301,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4668
"-4669,00 MNT",2024-10-05T00:00:00Z,CORRECTIVO,MALO,REGULAR,21786,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4669
"-4670,00 MNT",2024-06-04T00:00:00Z,EMERGENCIA,REGULAR,BUENO,5173860,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4670
"-4671,00 MNT",2024-02-08T00:00:00Z,EMERGENCIA,MALO,REGULAR,4731216,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4671
"-4672,00 MNT",2024-07-27T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,35014,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4672
"-4673,00 MNT",2023-11-17T00:00:00Z,EMERGENCIA,REGULAR,BUENO,19862,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4673
"-4674,00 MNT",2024-06-20T00:00:00Z,PREVENTIVO,MALO,BUENO,4988098,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4674
"-4675,00 MNT",2023-10-21T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7588202,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4675
"-4676,00 MNT",2024-04-13T00:00:00Z,CORRECTIVO,MALO,REGULAR,33572,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4676
"-4677,00 MNT",2023-12-19T00:00:00Z,CORRECTIVO,MALO,REGULAR,7928428,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4677
"-4678,00 MNT",2024-06-05T00:00:00Z,CORRECTIVO,MALO,REGULAR,7802482,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4678
"-4679,00 MNT",2024-02-22T00:00:00Z,EMERGENCIA,MALO,MALO,5220722,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4679
"-4680,00 MNT",2024-08-05T00:00:00Z,CORRECTIVO,BUENO,MALO,5239354,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4680
"-4681,00 MNT",2023-11-12T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,4984743,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4681
"-4682,00 MNT",2024-08-05T00:00:00Z,PREVENTIVO,BUENO,BUENO,59285,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4682
"-4683,00 MNT",2024-07-03T00:00:00Z,CORRECTIVO,REGULAR,BUENO,4737961,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4683
"-4684,00 MNT",2024-11-08T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,20620,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4684
"-4685,00 MNT",2023-10-16T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7135410,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4685
"-4686,00 MNT",2024-10-01T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,6777966,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4686
"-4687,00 MNT",2024-05-19T00:00:00Z,CORRECTIVO,MALO,MALO,4988106,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4687
"-4688,00 MNT",2024-10-03T00:00:00Z,EMERGENCIA,MALO,BUENO,5158854,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4688
"-4689,00 MNT",2024-03-08T00:00:00Z,CORRECTIVO,MALO,BUENO,52244,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4689
"-4690,00 MNT",2024-09-29T00:00:00Z,CORRECTIVO,BUENO,REGULAR,7792102,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4690
"-4691,00 MNT",2024-01-23T00:00:00Z,CORRECTIVO,REGULAR,MALO,5173534,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4691
"-4692,00 MNT",2023-12-09T00:00:00Z,PREVENTIVO,BUENO,BUENO,24822,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4692
"-4693,00 MNT",2024-08-08T00:00:00Z,CORRECTIVO,REGULAR,BUENO,22588,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4693
"-4694,00 MNT",2024-01-23T00:00:00Z,EMERGENCIA,BUENO,MALO,19178,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4694
"-4695,00 MNT",2024-02-13T00:00:00Z,CORRECTIVO,BUENO,BUENO,18729,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4695
"-4696,00 MNT",2024-01-27T00:00:00Z,EMERGENCIA,BUENO,MALO,34153,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4696
"-4697,00 MNT",2024-06-06T00:00:00Z,EMERGENCIA,BUENO,REGULAR,33708,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4697
"-4698,00 MNT",2024-02-11T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7180265,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4698
"-4699,00 MNT",2024-02-20T00:00:00Z,CORRECTIVO,MALO,REGULAR,7116261,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4699
"-4700,00 MNT",2024-01-02T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,25090,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4700
"-4701,00 MNT",2024-01-18T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,4984485,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4701
"-4702,00 MNT",2024-10-02T00:00:00Z,CORRECTIVO,REGULAR,MALO,5207253,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4702
"-4703,00 MNT",2024-05-31T00:00:00Z,EMERGENCIA,MALO,REGULAR,4987795,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4703
"-4704,00 MNT",2023-11-14T00:00:00Z,EMERGENCIA,BUENO,BUENO,19515,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4704
"-4705,00 MNT",2024-06-22T00:00:00Z,CORRECTIVO,REGULAR,MALO,9274926,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4705
"-4706,00 MNT",2024-07-20T00:00:00Z,CORRECTIVO,MALO,BUENO,21523,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4706
"-4707,00 MNT",2024-05-14T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,58242,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4707
"-4708,00 MNT",2024-04-25T00:00:00Z,EMERGENCIA,MALO,BUENO,59900,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4708
"-4709,00 MNT",2024-02-24T00:00:00Z,PREVENTIVO,REGULAR,MALO,7928101,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4709
"-4710,00 MNT",2023-12-14T00:00:00Z,EMERGENCIA,MALO,MALO,58869,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4710
"-4711,00 MNT",2024-03-31T00:00:00Z,EMERGENCIA,BUENO,MALO,9438570,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4711
"-4712,00 MNT",2024-08-12T00:00:00Z,PREVENTIVO,BUENO,BUENO,3576548,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4712
"-4713,00 MNT",2024-02-08T00:00:00Z,PREVENTIVO,REGULAR,MALO,20120,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4713
"-4714,00 MNT",2024-08-15T00:00:00Z,PREVENTIVO,BUENO,REGULAR,58492,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4714
"-4715,00 MNT",2024-02-04T00:00:00Z,CORRECTIVO,REGULAR,MALO,5893200,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4715
"-4716,00 MNT",2024-07-01T00:00:00Z,EMERGENCIA,MALO,REGULAR,59022,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4716
"-4717,00 MNT",2024-02-27T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,8907189,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4717
"-4718,00 MNT",2024-02-15T00:00:00Z,PREVENTIVO,BUENO,MALO,3962734,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4718
"-4719,00 MNT",2024-04-08T00:00:00Z,EMERGENCIA,BUENO,MALO,34779,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4719
"-4720,00 MNT",2024-02-08T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,34747,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4720
"-4721,00 MNT",2024-08-02T00:00:00Z,EMERGENCIA,REGULAR,BUENO,59847,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4721
"-4722,00 MNT",2024-04-28T00:00:00Z,PREVENTIVO,REGULAR,BUENO,4737880,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4722
"-4723,00 MNT",2024-05-08T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7889436,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4723
"-4724,00 MNT",2023-10-12T00:00:00Z,EMERGENCIA,MALO,REGULAR,4731205,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4724
"-4725,00 MNT",2024-10-10T00:00:00Z,PREVENTIVO,REGULAR,BUENO,21711,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4725
"-4726,00 MNT",2024-10-12T00:00:00Z,PREVENTIVO,BUENO,REGULAR,4749980,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4726
"-4727,00 MNT",2024-07-01T00:00:00Z,EMERGENCIA,BUENO,BUENO,24712,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4727
"-4728,00 MNT",2024-06-22T00:00:00Z,PREVENTIVO,BUENO,REGULAR,7934649,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4728
"-4729,00 MNT",2024-06-12T00:00:00Z,PREVENTIVO,MALO,BUENO,57930,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4729
"-4730,00 MNT",2024-08-26T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7896541,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4730
"-4731,00 MNT",2023-12-25T00:00:00Z,EMERGENCIA,BUENO,BUENO,18693,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4731
"-4732,00 MNT",2024-01-04T00:00:00Z,EMERGENCIA,BUENO,REGULAR,35047,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4732
"-4733,00 MNT",2024-06-21T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5174683,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4733
"-4734,00 MNT",2024-01-28T00:00:00Z,CORRECTIVO,BUENO,REGULAR,60041,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4734
"-4735,00 MNT",2024-02-24T00:00:00Z,CORRECTIVO,MALO,REGULAR,20067,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4735
"-4736,00 MNT",2024-07-18T00:00:00Z,EMERGENCIA,REGULAR,BUENO,3581565,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4736
"-4737,00 MNT",2024-01-24T00:00:00Z,EMERGENCIA,MALO,BUENO,58948,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4737
"-4738,00 MNT",2024-03-19T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,5657918,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4738
"-4739,00 MNT",2024-03-08T00:00:00Z,PREVENTIVO,MALO,REGULAR,20162,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4739
"-4740,00 MNT",2024-03-20T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,3576444,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4740
"-4741,00 MNT",2024-03-03T00:00:00Z,CORRECTIVO,BUENO,REGULAR,59772,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4741
"-4742,00 MNT",2023-10-30T00:00:00Z,EMERGENCIA,MALO,MALO,32513,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4742
"-4743,00 MNT",2024-02-22T00:00:00Z,PREVENTIVO,REGULAR,MALO,33947,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4743
"-4744,00 MNT",2024-07-20T00:00:00Z,PREVENTIVO,REGULAR,MALO,9433312,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4744
"-4745,00 MNT",2024-07-04T00:00:00Z,PREVENTIVO,BUENO,MALO,9397142,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4745
"-4746,00 MNT",2024-02-16T00:00:00Z,CORRECTIVO,MALO,MALO,3566889,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4746
"-4747,00 MNT",2024-10-08T00:00:00Z,PREVENTIVO,BUENO,BUENO,21543,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4747
"-4748,00 MNT",2024-06-07T00:00:00Z,PREVENTIVO,BUENO,REGULAR,3575598,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4748
"-4749,00 MNT",2024-07-26T00:00:00Z,PREVENTIVO,REGULAR,MALO,34092,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4749
"-4750,00 MNT",2024-09-02T00:00:00Z,PREVENTIVO,REGULAR,MALO,21173,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4750
"-4751,00 MNT",2024-01-30T00:00:00Z,EMERGENCIA,BUENO,BUENO,4730879,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4751
"-4752,00 MNT",2024-06-27T00:00:00Z,CORRECTIVO,BUENO,MALO,4987809,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4752
"-4753,00 MNT",2024-08-23T00:00:00Z,PREVENTIVO,MALO,MALO,9289312,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4753
"-4754,00 MNT",2024-03-21T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,7928102,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4754
"-4755,00 MNT",2024-07-26T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5658683,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4755
"-4756,00 MNT",2024-07-14T00:00:00Z,CORRECTIVO,BUENO,MALO,4940166,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4756
"-4757,00 MNT",2023-11-16T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,33904,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4757
"-4758,00 MNT",2024-06-27T00:00:00Z,EMERGENCIA,MALO,REGULAR,4989395,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4758
"-4759,00 MNT",2024-05-14T00:00:00Z,PREVENTIVO,MALO,MALO,59318,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4759
"-4760,00 MNT",2024-03-25T00:00:00Z,EMERGENCIA,BUENO,REGULAR,9052562,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4760
"-4761,00 MNT",2024-01-15T00:00:00Z,CORRECTIVO,MALO,BUENO,60013,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4761
"-4762,00 MNT",2024-06-25T00:00:00Z,CORRECTIVO,MALO,MALO,9181897,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 4762
"-4763,00 MNT",2023-11-23T00:00:00Z,PREVENTIVO,BUENO,BUENO,32882,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 4763
