ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO,tipo_juego,ACCESIBLE,AREA
17331,AREA INFANTIL,101,LOS CARMENES,10.0,LATINA,OPERATIVO,437297.367,4472526.611,ETRS89,40.4009885,-3.73890648,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,7,28005.0,"PARQUE CONCEJAL FCO. JOSE JIMENEZ MARTIN CON C/ VIÑEGRA ZONA 2, ASC",31012807.0,12-01-2005,10056,AE21,,INFANTILES,,17331
17278,AREA INFANTIL,105,CAMPAMENTO,10.0,LATINA,OPERATIVO,432873.75,4470296.13,ETRS89,40.38055073,-3.79079607,PASEO,HUSARES,10,28024.0,"PASEO HUSARES 10 , ASCENDIENTE 1: 105 · CAMP",11066901.0,10-04-2006,10005,AE21,,INFANTILES,,17278
17149,AREA INFANTIL,95,VALDEMARIN,9.0,MONCLOA - ARAVACA,OPERATIVO,433916.61,4480197.38,ETRS89,40.46982756,-3.77954058,AVENIDA,VALDEMARIN,75,28023.0,"AVENIDA VALDEMARIN , ASCENDIENTE 1: 095 · VA",20057171.0,10-01-2005,9002,AE21,,INFANTILES,SI,17149
17111,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,442746.05,4483854.34,ETRS89,40.50342647,-3.67572343,CALLE,CASTIELLO DE JACA,19,28034.0,"CALLE CASTILLEJO DE JACA , ASCENDIENTE 1: 086",31013379.0,06-02-2007,8134,AE21,0714 · TOBOGAN,INFANTILES,,17111
17068,AREA INFANTIL,83,PEÑAGRANDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,438289.99,4481701.95,ETRS89,40.48371763,-3.7281013,CALLE,RAMON GOMEZ DE LA SERNA,75,28035.0,"CALLE RAMON GOMEZ DE LA SERNA 75 , ASCENDIENT",11051209.0,11-12-2006,8081,AE21,,INFANTILES,,17068
17049,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440011.78,4481861.26,ETRS89,40.48527894,-3.70780289,CALLE,VALENCIA DE DON JUAN,1,28034.0,"CALLE GINZO DE LIMIA 55 , ASCENDIENTE 1: 085",11045780.0,31-10-2007,8051,AE21,,INFANTILES,,17049
17027,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,440976.68,4482669.01,ETRS89,40.49262461,-3.69649404,CALLE,SABADELL,178,28034.0,"CALLE SABADELL 178 , ASCENDIENTE 1: 086 · VAL",11048184.0,09-01-2006,8021,AE21,0714 · TOBOGAN,INFANTILES,,17027
5010682,AREA INFANTIL,72,ARAPILES,7.0,CHAMBERI,OPERATIVO,439689.063,4476104.641,ETRS89,40.43339769,-3.71106338,CALLE,BLASCO DE GARAY,38 B,28015.0,"Jar · JARDINES CENTRO CULTURAL GALILEO , ASCENDIE",31008009.0,22-02-2019,7027,AE21,JMC-09,INFANTILES,NO,5010682
3568353,TOBOGAN AUTOPORTANTE EN AREA INFANTIL,126,ZOFIO,12.0,USERA,OPERATIVO,439165.796,4470411.613,ETRS89,40.38207417,-3.716688,,RICARDO BELTRAN Y ROZPIDE,15,28026.0,"RICARDO BELTRAN Y ROZPIDE, 000015",11085200.0,24/02/03,1201531,AE21,ACERO,INFANTILES,,
17886,AREA INFANTIL,141,PAVONES,14.0,MORATALAZ,OPERATIVO,446218.757,4472690.64,ETRS89,40.40309019,-3.63379463,CALLE,LUIS DE HOYOS SAINZ,148,28030.0,"LUIS DE HOYOS SAINZ, 000148",11101316.0,01-01-2000,14082,AE21,,INFANTILES,,17886
18612,AREA INFANTIL,211,ALAMEDA DE OSUNA,21.0,BARAJAS,OPERATIVO,449874.32,4478930.43,ETRS89,40.45953037,-3.59120933,CALLE,MANUEL AGUILAR MUÑOZ,10,28042.0,"C · CALLE MANUEL AGUILAR MUÑOZ , ASCENDIENTE 1: 2",11139486.0,01-01-2004,21025,AE21,,INFANTILES,NO,18612
52155,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,448042.796,4481894.971,ETRS89,40.48612408,-3.61305299,CALLE,FERNANDO HIGUERAS,13,28055.0,,31043957.0,01-08-2013,16187,AE21,,INFANTILES,SI,52155
52164,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,448537.025,4482218.079,ETRS89,40.48906559,-3.60724804,CALLE,ESTANISLAO PEREZ PITA,68,28055.0,,31039218.0,01-01-2013,16196,AE21,,INFANTILES,,52164
52164,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,448537.025,4482218.079,ETRS89,40.48906559,-3.60724804,CALLE,ESTANISLAO PEREZ PITA,68,28055.0,,31039218.0,01-01-2013,16196,AE21,,INFANTILES,,52164
52158,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,448379.87,4482218.235,ETRS89,40.48905724,-3.60910233,CALLE,ESTANISLAO PEREZ PITA,56,28055.0,,31043621.0,01-01-1970,16190,AE21,,INFANTILES,,52158
17026,AREA INFANTIL,86,VALVERDE,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441141.79,4483240.32,ETRS89,40.49778291,-3.69459889,CALLE,SAN CUGAT DEL VALLES,6,28034.0,"CALLE SAN CUGAT DEL VALLES , ASCENDIENTE 1: 0",20046463.0,20-04-2006,8020,AE21,,INFANTILES,,17026
17059,AREA INFANTIL,85,LA PAZ,8.0,FUENCARRAL - EL PARDO,OPERATIVO,441234.142,4481255.332,ETRS89,40.47990793,-3.69332505,AVENIDA,MONFORTE DE LEMOS,8,28034.0,"PARQUE NORTE , ASCENDIENTE 1: 085 · LA PAZ ,",20095286.0,13-09-2004,8067,AE21,,INFANTILES,,17059
52082,AREA INFANTIL,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,434253.1,4485768.97,ETRS89,40.52004427,-3.77614973,AVENIDA,GUARDIA,29,28048.0,"PARQUE MAR OCEANA/ AVENIDA DE LA GUARDIA, 27",31007031.0,08-03-2005,8180,AE21,,INFANTILES,,52082
52086,AREA INFANTIL,93,CIUDAD UNIVERSITARIA,9.0,MONCLOA - ARAVACA,OPERATIVO,439385.05,4478278.9,ETRS89,40.4529622,-3.71485488,AVENIDA,DOCTOR FEDERICO RUBIO Y GALI,82,28040.0,JARDINES DR. FEDERICO RUBIO,20010642.0,13-09-2004,9150,AE21,,INFANTILES,,52086
32774,MULTIJUEGO EN AREA INFANTIL,64,ALMENARA,6.0,TETUAN,OPERATIVO,441038.493,4479678.78,ETRS89,40.46569185,-3.69548663,CALLE,CALLE MANUEL MARCHAMALO   ASCENDIENTE,1,28029.0,"C · CALLE MANUEL MARCHAMALO , ASCENDIENTE 1: 065",11031014.0,2011/05/01,0605903,AE21,,INFANTILES,NO,
16915,AREA INFANTIL,56,CASTILLA,5.0,CHAMARTIN,OPERATIVO,441913.37,4481237.08,ETRS89,40.4797913,-3.68531033,PASEO,CASTELLANA,298,28036.0,"PASEO CASTELLANA 298 , ASCENDIENTE 1: 056 ·",11027374.0,27-07-2006,5050,AE21,,INFANTILES,,16915
16863,AREA INFANTIL,43,FUENTE DEL BERRO,4.0,SALAMANCA,OPERATIVO,443570.4,4474716.71,ETRS89,40.42116687,-3.66518241,CALLE,ELVIRA,31,28028.0,"CALLE ELVIRA 31 , ASCENDIENTE 1: 043 · FUENTE",20182773.0,09-10-2008,4032,AE21,0729 · TREN,INFANTILES,,16863
16776,AREA INFANTIL,31,PACIFICO,3.0,RETIRO,OPERATIVO,442624.139,4472436.332,ETRS89,40.4005593,-3.67613041,CALLE,COCHERAS,1,28007.0,"PARQUE HOYUELO 2 (JUNTO A CANASTAS) C/ COCHERAS, ASCENDIENTE 1: 031 · PACÍFI",20001198.0,14-02-2007,3006,AE21,SARBA,INFANTILES,,16776
16756,AREA INFANTIL,23,CHOPERA,2.0,ARGANZUELA,OPERATIVO,440571.32,4472091.49,ETRS89,40.39730881,-3.70028743,CALLE,AGUILON,15,28005.0,"CALLE AGUILON JUNTO Nº15 , ASCENDIENTE 1: 023",11008805.0,29-12-2006,2063,AE21,,INFANTILES,,16756
16658,AREA INFANTIL,15,UNIVERSIDAD,1.0,CENTRO,OPERATIVO,439856.44,4475417.186,ETRS89,40.42721691,-3.70902511,PLAZA,COMENDADORAS,9,28015.0,"Pza · PLAZA COMENDADORAS , ASCENDIENTE 1: 015 · U",11006381.0,01-01-2004,1005,AE21,JMC-903,INFANTILES,NO,16658
18605,AREA INFANTIL,215,CORRALEJOS,21.0,BARAJAS,OPERATIVO,449732.718,4479785.565,ETRS89,40.46722538,-3.59294711,CALLE,BAHIA DE SANTA POLA,56,28042.0,"C · CALLE BAHIA DE SANTA POLA , ASCENDIENTE 1: 21",20148724.0,01-01-2006,21019,AE21,1042 · GALLINA,INFANTILES,,18605
18558,AREA INFANTIL,204,ARCOS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447018.972,4474615.626,ETRS89,40.42048297,-3.62452519,CALLE,HERMANOS GARCIA NOBLEJAS,125,28037.0,"C · CALLE HERMANOS GARCIA NOBLEJAS 125 , ASCENDIE",20151815.0,01-01-2008,20171,AE21,0048 · CABALLO,INFANTILES,,18558
18551,AREA INFANTIL,201,SIMANCAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447391.991,4476110.538,ETRS89,40.43397371,-3.62025209,CALLE,SAN ROMUALDO,50,28037.0,"C · CALLE SAN ROMUALDO , ASCENDIENTE 1: 201 · SIM",31042854.0,01-01-2005,20164,AE21,0032 · AVION,INFANTILES,,18551
18544,AREA INFANTIL,207,CANILLEJAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448509.423,4477521.44,ETRS89,40.4467539,-3.60719255,CALLE,GONZALO TORRENTE BALLESTER,2,28022.0,"C · CALLE SAN VENANCIO 29 , ASCENDIENTE 1: 207 ·",31016091.0,01-01-2005,20157,AE21,,INFANTILES,NO,18544
7107707,AREA DE MAYORES,91,CASA DE CAMPO,9.0,MONCLOA - ARAVACA,OPERATIVO,437996.96,4475429.51,ETRS89,40.42719142,-3.73094583,CALLE,RIBERA DEL MANZANARES,111,28011.0,POST.,11051645.0,01-01-1970,M0916,AE21,,INFANTILES,SI,7107707
52095,AREA INFANTIL,103,LUCERO,10.0,LATINA,OPERATIVO,435680.47,4472625.33,ETRS89,40.40175447,-3.75796889,PASEO,EXTREMADURA,325,28011.0,"CALLE CONCEJAL FCO. JOSE JIMENEZ MARTIN JUNTO AL PASEO DE EXTREMADURA (PARQUE) (ZONA III), ASC",31018163.0,17-03-2005,10155,AE21,,INFANTILES,,52095
52044,AREA INFANTIL,33,ESTRELLA,3.0,RETIRO,OPERATIVO,443404.12,4474453.15,ETRS89,40.41878128,-3.66711891,CALLE,VAQUERIAS,8,28007.0,CALLE VAQUERIAS (ZONA II),20150583.0,01-01-2004,3059,AE21,,INFANTILES,NO,52044
3531318,MULTIJUEGO EN AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,439738.024,4473208.961,ETRS89,40.40731564,-3.71021179,PLAZA,PUERTA DE TOLEDO,,28005.0,PLAZA PUERTA DE TOLEDO,31009298.0,2015-09-23 00:00:00,0101621,AE21,BARCO,INFANTILES,NO,
16669,AREA INFANTIL,12,EMBAJADORES,1.0,CENTRO,OPERATIVO,439733.864,4473204.282,ETRS89,40.40727319,-3.71026037,GLORIETA,PUERTA DE TOLEDO,1,28005.0,"Pza · PLAZA PUERTA DE TOLEDO , ASCENDIENTE 1: 012",20105763.0,01-01-2004,1016,AE21,FLOR,INFANTILES,NO,16669
16664,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,438975.594,4474091.596,ETRS89,40.41521128,-3.71928133,PASEO,CIUDAD DE PLASENCIA,1,28005.0,"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,01-01-2004,1011,AE21,KSW90040,INFANTILES,SI,16664
16664,AREA INFANTIL,11,PALACIO,1.0,CENTRO,OPERATIVO,438975.594,4474091.596,ETRS89,40.41521128,-3.71928133,PASEO,CIUDAD DE PLASENCIA,1,28005.0,"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,01-01-2004,1011,AE21,GXY801521,INFANTILES,NO,16664
3530752,BALANCIN EN AREA INFANTIL,191,CASCO HISTORICO DE VICALVARO,19.0,VICALVARO,OPERATIVO,448932.176,4472932.644,ETRS89,40.40544117,-3.60183899,,SAN EUDALDO,14,28032.0,"SAN EUDALDO, 000014",11132952.0,06/02/11,1901401,AE21,,INFANTILES,,
18367,AREA INFANTIL,191,CASCO HISTORICO DE VICALVARO,19.0,VICALVARO,OPERATIVO,448613.71,4473094.91,ETRS89,40.40688337,-3.60560505,CALLE,VILLAJIMENA,107,28032.0,"VILLAJIMENA, 000107",11132990.0,01-01-2003,19010,AE21,,INFANTILES,,18367
3530673,MUELLE EN AREA INFANTIL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443235.173,4469773.204,ETRS89,40.37661017,-3.66869299,,YUSTE,1,28053.0,"YUSTE, 000001",11088483.0,FECHA_INCORRECTA,1308907,AE21,CUADRUPLE,INFANTILES,,
17749,AREA INFANTIL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443220.16,4469936.82,ETRS89,40.3780831,-3.66888441,CALLE,PEDROCHES,16,28053.0,"PEDROCHES, 000016",31002428.0,27-04-2007,13088,AE21,MUELLE DOBLE,INFANTILES,,17749
3530623,AREA INFANTIL,14,JUSTICIA,1.0,CENTRO,OPERATIVO,440631.154,4475275.087,ETRS89,40.42599247,-3.69987948,CALLE,BENEFICENCIA,4,28004.0,PLAZA BARCELO,20005756.0,24-05-2017,1008,AE21,6.14720.17,INFANTILES,NO,3530623
3530623,AREA INFANTIL,14,JUSTICIA,1.0,CENTRO,OPERATIVO,440631.154,4475275.087,ETRS89,40.42599247,-3.69987948,CALLE,BENEFICENCIA,4,28004.0,PLAZA BARCELO,20005756.0,24-05-2017,1008,AE21,4.24150.17,INFANTILES,NO,3530623
52041,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441219.13,4471647.742,ETRS89,40.39335727,-3.69261343,CALLE,GRANITO,20,28045.0,"CALLE HIERRO C/ GRANITO (ZONA II), ASCENDIENTE 1: 025 · DE",31006449.0,25-05-2005,2086,AE21,,INFANTILES,,52041
52041,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441219.13,4471647.742,ETRS89,40.39335727,-3.69261343,CALLE,GRANITO,20,28045.0,"CALLE HIERRO C/ GRANITO (ZONA II), ASCENDIENTE 1: 025 · DE",31006449.0,25-05-2005,2086,AE21,,INFANTILES,,52041
52041,AREA INFANTIL,25,DELICIAS,2.0,ARGANZUELA,OPERATIVO,441219.13,4471647.742,ETRS89,40.39335727,-3.69261343,CALLE,GRANITO,20,28045.0,"CALLE HIERRO C/ GRANITO (ZONA II), ASCENDIENTE 1: 025 · DE",31006449.0,25-05-2005,2086,AE21,,INFANTILES,,52041
461179,AREA INFANTIL,24,LEGAZPI,2.0,ARGANZUELA,OPERATIVO,441285.7,4470916.86,ETRS89,40.38677779,-3.69176172,CALLE,CARABAÑA,2,28005.0,"CALLE CARABAÑA (ZONA 1), ASCENDIENTE 1",31049127.0,01-01-1970,2087,AE21,,INFANTILES,NO,461179
18636,AREA INFANTIL,214,TIMON,21.0,BARAJAS,OPERATIVO,449817.419,4480661.332,ETRS89,40.47511992,-3.59201732,CALLE,PLAYA DE BOLNUEVO,20,28042.0,"C · CALLE PLAYA DE BOLBUENO , ASCENDIENTE 1: 214",31035711.0,01-01-2010,21049,AE21,,INFANTILES,,18636
18604,AREA INFANTIL,215,CORRALEJOS,21.0,BARAJAS,OPERATIVO,449770.696,4479741.519,ETRS89,40.46683088,-3.59249566,CALLE,BAHIA DE SANTA POLA,31,28042.0,"C · CALLE BAHIA DE SANTA POLA , ASCENDIENTE 1: 21",20149962.0,01-01-2007,21018,AE21,,INFANTILES,,18604
18572,AREA INFANTIL,201,SIMANCAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,446647.828,4475334.52,ETRS89,40.42693548,-3.62896019,CALLE,CASTILLO DE OROPESA,41,28037.0,"C · CALLE CASTILLO DE OROPESA 41 , ASCENDIENTE 1:",11134684.0,01-01-2007,20185,AE21,PAJARO,INFANTILES,,18572
18570,AREA INFANTIL,206,REJAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,451076.428,4477094.336,ETRS89,40.4430613,-3.57689024,CALLE,ARCAUTE,6,28022.0,"C · CALLE ARCAUTE 4 , ASCENDIENTE 1: 206 · REJAS",20090510.0,01-01-2006,20183,AE21,,INFANTILES,,18570
25721,BALANCIN EN AREA INFANTIL,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448477.27,4476151.52,ETRS89,40.43441084,-3.60746059,PLAZA,PLAZA GRECIA   ASCENDIENTE,1,28022.0,"PZA · PLAZA GRECIA , ASCENDIENTE 1: 205 · LAS ROS",20183967.0,01-01-2007,2014517,AE21,0208 · FARO,INFANTILES,,
18531,AREA INFANTIL,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448996.41,4475712.719,ETRS89,40.43048984,-3.60130496,CALLE,MANCHESTER,36,28022.0,"C · CALLE SOFIA , ASCENDIENTE 1: 205 · LAS ROSAS",31046914.0,01-01-2007,20144,AE21,0208 · FARO,INFANTILES,,18531
18530,AREA INFANTIL,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448410.194,4475960.697,ETRS89,40.43268763,-3.60823589,AVENIDA,NIZA,59,28022.0,"Trv · TRAVESIA RONDA , ASCENDIENTE 1: 205 · LAS R",20096829.0,01-01-2009,20142,AE21,0610 · PERROS NO,INFANTILES,,18530
18519,AREA INFANTIL,203,AMPOSTA,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,446883.85,4475179.86,ETRS89,40.42555731,-3.62616501,AVENIDA,ARCENTALES,2,28037.0,"Pq · PARQUE AJOFRIN , ASCENDIENTE 1: 203 · AMPOST",31033769.0,01-01-2006,20127,AE21,0150 · CUADRUPLE,INFANTILES,,18519
18518,AREA INFANTIL,203,AMPOSTA,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447289.54,4475195.06,ETRS89,40.42572004,-3.62138402,CALLE,AMPOSTA,24,28037.0,"C · CALLE AMPOSTA , ASCENDIENTE 1: 203 · AMPOSTA",31046868.0,01-01-2007,20126,AE21,0857 · CERDITO,INFANTILES,,18518
18510,AREA INFANTIL,206,REJAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449863.97,4477511.33,ETRS89,40.44674562,-3.59121934,CALLE,EUTERPE,1,28022.0,"C · CALLE EUTERPE , ASCENDIENTE 1: 206 · REJAS ,",31027776.0,01-01-2007,20115,AE21,0147 · CONEJO,INFANTILES,,18510
18481,AREA INFANTIL,204,ARCOS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447172.574,4474553.372,ETRS89,40.41993191,-3.6227095,CALLE,HERMANOS GARCIA NOBLEJAS,139,28037.0,"C · CALLE ARCOS DEL JALÓN , ASCENDIENTE 1: 204 ·",11135557.0,01-01-2005,20080,AE21,0048 · CABALLO,INFANTILES,,18481
18476,AREA INFANTIL,204,ARCOS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447274.845,4474912.402,ETRS89,40.42317276,-3.6215338,CALLE,MONTAMARTA,4,28037.0,"C · CALLE MONTAMARTA , ASCENDIENTE 1: 204 · LOS A",11135680.0,01-01-2005,20075,AE21,1120 · MOTO,INFANTILES,,18476
18460,AREA INFANTIL,205,ROSAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448487.55,4475641.97,ETRS89,40.42982113,-3.6072981,AVENIDA,NIZA,37,28022.0,"C · CALLE JULIA GARCIA BOUTAN 18 , ASCENDIENTE 1:",20096820.0,01-01-2005,20057,AE21,0132 · COCHE,INFANTILES,,18460
18449,AREA INFANTIL,207,CANILLEJAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,448152.21,4476539.55,ETRS89,40.43788625,-3.61132455,CALLE,LUCANO,30,28022.0,"C · CALLE FENELON , ASCENDIENTE 1: 207 · CANILLEJ",20151823.0,01-01-2006,20044,AE21,1126 · PERRO,INFANTILES,,18449
18515,AREA INFANTIL,206,REJAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,449658.45,4477197.44,ETRS89,40.44390548,-3.59361789,CALLE,DEYANIRA,3,28022.0,"C · CALLE CRA. DE ACCESO A LA ESTACION DE O,DONEL",31001372.0,01-01-2007,20122,AE21,,INFANTILES,,18515
18441,AREA INFANTIL,202,HELLIN,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447299.95,4475783.26,ETRS89,40.43101956,-3.62131007,CALLE,ALBAIDA,1,28037.0,"Pq · PARQUE PARAISO , ASCENDIENTE 1: 202 · HELLÍN",31045408.0,01-01-2006,20031,AE21,,INFANTILES,,18441
18370,AREA INFANTIL,191,CASCO HISTORICO DE VICALVARO,19.0,VICALVARO,OPERATIVO,448606.178,4472957.595,ETRS89,40.40564588,-3.60568272,CALLE,MERCURIO,25,28032.0,"MERCURIO, 000025",11132781.0,01-01-2005,19013,AE21,CUADRUPLE,INFANTILES,SI,18370
18353,AREA INFANTIL,183,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,OPERATIVO,447997.003,4469978.926,ETRS89,40.3787742,-3.61261832,CALLE,REAL DE ARGANDA,68,28031.0,"REAL DE ARGANDA, 000068",31020476.0,01-01-2008,18076,AE21,GUSANO,INFANTILES,,18353
35162,BALANCIN EN AREA INFANTIL,183,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,OPERATIVO,449012.652,4468026.288,ETRS89,40.36124617,-3.600498,,EMBALSE DE MANZANARES,2,28051.0,"EMBALSE DE MANZANARES, 000002",31068576.0,2008/01/01,1806807,AE21,BALANCIN DOBLE,INFANTILES,,
18345,AREA INFANTIL,183,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,OPERATIVO,447868.431,4468558.694,ETRS89,40.36597172,-3.61401673,CALLE,ALTO DE LA SARTENILLA,28,28031.0,"ALTO DE LA SARTENILLA, 000028",31027964.0,01-01-2008,18067,AE21,BALANCIN DOBLE,INFANTILES,,18345
18331,AREA INFANTIL,183,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,OPERATIVO,448949.237,4468490.494,ETRS89,40.3654242,-3.60128198,CALLE,BERNARDINO DE PANTORBA,10,28031.0,"BERNARDINO DE PANTORBA, 000010",31019991.0,01-01-1970,18053,AE21,MADERA CABALLITOS,INFANTILES,,18331
35149,BALANCIN EN AREA INFANTIL,183,ENSANCHE DE VALLECAS,18.0,VILLA DE VALLECAS,OPERATIVO,448947.598,4468486.838,ETRS89,40.36539117,-3.60130099,,RAFAEL DE LEON,14,28051.0,"RAFAEL DE LEON, 000014",31030897.0,2006/01/01,1805306,AE21,MADERA CABALLITOS,INFANTILES,,
18312,AREA INFANTIL,182,SANTA EUGENIA,18.0,VILLA DE VALLECAS,OPERATIVO,448620.945,4470524.328,ETRS89,40.38372627,-3.60531237,CALLE,ZAZUAR,2,28031.0,"ZAZUAR, 000002",11131619.0,01-01-2003,18033,AE21,MUELLE DOBLE,INFANTILES,,18312
18268,AREA INFANTIL,172,SAN CRISTOBAL,17.0,VILLAVERDE,OPERATIVO,441416.464,4466197.073,ETRS89,40.34426843,-3.68978761,CALLE,GODELLA,16,28021.0,"GODELLA, 000016",11126100.0,01-01-2006,17099,AE21,BALANCIN NEUMATICO,INFANTILES,,18268
18445,AREA INFANTIL,201,SIMANCAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447120.5,4475982.04,ETRS89,40.4327989,-3.62344212,CALLE,CASTILLO DE UCLES,47,28037.0,"C · CALLE CASTILLO DE UCLES 41 , ASCENDIENTE 1: 2",11134569.0,01-01-1970,20037,AE21,0048 · CABALLO,INFANTILES,,18445
18429,AREA INFANTIL,201,SIMANCAS,20.0,SAN BLAS - CANILLEJAS,OPERATIVO,447036.525,4475863.608,ETRS89,40.43172666,-3.62442225,CALLE,VIRGEN DE LA OLIVA,65,28037.0,"C · CALLE VIRGEN DE LA OLIVA 73 Y 59 , ASCENDIENT",11134553.0,01-01-2002,20016,AE21,1120 · MOTO,INFANTILES,,18429
18223,AREA INFANTIL,171,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,17.0,VILLAVERDE,OPERATIVO,439129.47,4466476.585,ETRS89,40.34662271,-3.71674034,PASEO,FERROVIARIOS,37,28021.0,"PASEO FERROVIARIOS, 000037",11124618.0,01-01-1970,17052,AE21,CERDITO,INFANTILES,,18223
18161,AREA INFANTIL,165,APOSTOL SANTIAGO,16.0,HORTALEZA,OPERATIVO,443698.49,4480987.99,ETRS89,40.47767034,-3.6642286,CALLE,PURCHENA,32,28033.0,"C · CALLE BACARES 76 , ASCENDIENTE 1: 165 · APÓST",20060223.0,01-01-2006,16169,AE21,0147 · CONEJO,INFANTILES,,18161
18142,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,445236.46,4482142.5,ETRS89,40.48817356,-3.64618493,AVENIDA,NICETO ALCALA ZAMORA,33,28055.0,"C · CALLE NICETO ALCALA ZAMORA 21-23-25 , ASCENDI",31010098.0,01-01-2004,16145,AE21,0213 · FOCA,INFANTILES,,18142
18133,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,443813.19,4482750.8,ETRS89,40.49355827,-3.66303175,CALLE,MARIA TUDOR,2,28055.0,"C · CALLE FRANCISCO PI Y MARGALL , ASCENDIENTE 1:",31028825.0,01-01-2003,16131,AE21,0840 · KING,INFANTILES,,18133
18132,AREA INFANTIL,164,PINAR DEL REY,16.0,HORTALEZA,OPERATIVO,444330.32,4479988.4,ETRS89,40.46870816,-3.6566872,CALLE,PINAR DEL REY,54,28033.0,"C · CALLE PINAR DEL REY 49 , ASCENDIENTE 1: 164 ·",11118117.0,01-01-2004,16130,AE21,0917 · EL ALBATROS,INFANTILES,,18132
18125,AREA INFANTIL,163,CANILLAS,16.0,HORTALEZA,OPERATIVO,445733.21,4479989.23,ETRS89,40.46880846,-3.64013958,CALLE,TORRESANDINO,6,28043.0,"C · CALLE AREQUIPA , ASCENDIENTE 1: 163 · CANILLA",20155880.0,01-01-2000,16116,AE21,0413 · LIEBRE,INFANTILES,,18125
18120,AREA INFANTIL,164,PINAR DEL REY,16.0,HORTALEZA,OPERATIVO,445861.41,4480291.75,ETRS89,40.47154208,-3.63865322,CALLE,CHIQUINQUIRA,4,28033.0,"C · CALLE CHIQUINQUIRA 4 , ASCENDIENTE 1: 164 · P",11123169.0,01-01-1970,16111,AE21,0884 · ROCKY,INFANTILES,,18120
18119,AREA INFANTIL,164,PINAR DEL REY,16.0,HORTALEZA,OPERATIVO,445689.69,4480199.51,ETRS89,40.47069993,-3.64067092,CALLE,AYACUCHO,3,28033.0,"C · CALLE PARQUE DE ALFREDO KRAUS , ASCENDIENTE 1",31041708.0,01-01-2004,16110,AE21,0104 · CAMELLO,INFANTILES,,18119
